doy,phenology
1,0.020352133787463724
2,0.037964392787027096
3,0.0318048978913866
4,0.027238901620774882
5,0.03564725554066141
6,0.04915539217251594
7,0.03820212564299458
8,0.02302186929530141
9,0.018864544957057843
10,0.02222263122791915
11,0.027957602437217646
12,0.02603068475804541
13,0.04950674396976887
14,0.056901872381971114
15,0.03682854369169166
16,0.033582170570562335
17,0.01181852256115801
18,0.040312862147625875
19,0.04924011766468103
20,0.04884472913574094
21,0.04850626263596938
22,0.02872335798750642
23,0.025545602452164584
24,0.026410883145693093
25,0.027312755853414136
26,0.023477679494500206
27,0.031279997261373815
28,0.027598091951652186
29,0.03798961626224191
30,0.048597961833530115
31,0.04819153490117822
32,0.03830920001704143
33,0.04730374590317548
34,0.041520298832336155
35,0.03719789820187786
36,0.05291168749020475
37,0.05624593388911531
38,0.0487768042733903
39,0.05781583402938268
40,0.04116455950744837
41,0.05155692859591249
42,0.04563280047241668
43,0.03969307478309595
44,0.05355087466497318
45,0.04715574050992537
46,0.0570643769046129
47,0.05100829163393106
48,0.027718274830016182
49,0.051858861765332866
50,0.043117508493999056
51,0.04349623729667728
52,0.031178027024265344
53,0.028663326971467555
54,0.03618417706846865
55,0.03499284819839535
56,0.027037579590000665
57,0.02149493155305681
58,0.04026853976138235
59,0.04108184682982096
60,0.053246762250946655
61,0.03426253007506339
62,0.0293945815027116
63,0.03702743876433713
64,0.04701047132995137
65,0.03507381951320965
66,0.045307220318860114
67,0.0639941566055102
68,0.06599215848505652
69,0.057555341253299835
70,0.056423537312713115
71,0.052032413651296266
72,0.05908026350167769
73,0.05090758457228845
74,0.04894784552246069
75,0.051482845640060865
76,0.07157246893066549
77,0.06034060003492342
78,0.0464658510089771
79,0.05549534440448739
80,0.05304680269670066
81,0.06415398486749482
82,0.06861058442417961
83,0.06303310157054028
84,0.05319182224162572
85,0.053258647744599395
86,0.03604751027407641
87,0.04409030826987564
88,0.046854623022776015
89,0.0701800430130288
90,0.09373999373427588
91,0.09559435273129141
92,0.10955072939205318
93,0.1194725528511977
94,0.14170692382832792
95,0.11680651579770404
96,0.09150095822622145
97,0.10105197724218412
98,0.11587079998697503
99,0.11981286102022151
100,0.1100227062455637
101,0.1315040371020579
102,0.13963215075623273
103,0.11723550215793827
104,0.1354351840266211
105,0.16061263305325355
106,0.18941127390371806
107,0.1919794001097302
108,0.20573635369533763
109,0.17477515469795635
110,0.20307567409351018
111,0.22112805827375018
112,0.2610260757006689
113,0.291958248405357
114,0.2614253087199539
115,0.2196589305345609
116,0.2694897049330788
117,0.3383792338029209
118,0.381981677190062
119,0.38745432335681157
120,0.39754506680049795
121,0.4035642842318738
122,0.48288618220034435
123,0.48052179195480915
124,0.47414226506747204
125,0.5072642216222122
126,0.5244700763003469
127,0.58216817167307
128,0.586296843219856
129,0.6704737883539196
130,0.6300051318677428
131,0.7342443927214463
132,0.7853208754113321
133,0.849767515379108
134,0.7081267397615935
135,0.8553301794418128
136,0.9162472967124984
137,0.8585673945169369
138,0.847074260243235
139,0.8817598031822581
140,0.9199705496796053
141,0.8970040259274209
142,0.8176190889461363
143,0.7965781691290923
144,0.9999999999999999
145,0.8895660345691825
146,0.9075737416360976
147,0.9999999999999999
148,0.9783074883078157
149,0.9999999999999999
150,0.9999999999999999
151,0.9999999999999999
152,0.9999999999999999
153,0.9999999999999999
154,0.9999999999999999
155,0.9999999999999999
156,0.9999999999999999
157,0.9841217209198138
158,0.9926412322498355
159,0.9999999999999999
160,0.9999999999999999
161,0.9999999999999999
162,0.9999999999999999
163,0.9999999999999999
164,0.9999999999999999
165,0.9999999999999999
166,0.9999999999999999
167,0.9999999999999999
168,0.9999999999999999
169,0.9999999999999999
170,0.9999999999999999
171,0.9999999999999999
172,0.9999999999999999
173,0.9999999999999999
174,0.9999999999999999
175,0.9999999999999999
176,0.9999999999999999
177,0.9999999999999999
178,0.9999999999999999
179,0.9999999999999999
180,0.9999999999999999
181,0.9999999999999999
182,0.9999999999999999
183,0.9999999999999999
184,0.9999999999999999
185,0.9999999999999999
186,0.9999999999999999
187,0.9999999999999999
188,0.9999999999999999
189,0.9999999999999999
190,0.9999999999999999
191,0.9999999999999999
192,0.9999999999999999
193,0.9999999999999999
194,0.9999999999999999
195,0.9642641017177125
196,0.9999999999999999
197,0.9999999999999999
198,0.9999999999999999
199,0.9999999999999999
200,0.9999999999999999
201,0.9999999999999999
202,0.9999999999999999
203,0.9999999999999999
204,0.9999999999999999
205,0.9999999999999999
206,0.9999999999999999
207,0.9999999999999999
208,0.9999999999999999
209,0.9999999999999999
210,0.9999999999999999
211,0.9999999999999999
212,0.9999999999999999
213,0.9999999999999999
214,0.9999999999999999
215,0.9999999999999999
216,0.9999999999999999
217,0.9999999999999999
218,0.9999999999999999
219,0.9999999999999999
220,0.8947938473663986
221,0.9999999999999999
222,0.9999999999999999
223,0.9999999999999999
224,0.9828536029815929
225,0.9999999999999999
226,0.9999999999999999
227,0.9999999999999999
228,0.9999999999999999
229,0.9999999999999999
230,0.9999999999999999
231,0.9999999999999999
232,0.9539150713950874
233,0.9999999999999999
234,0.9999999999999999
235,0.9999999999999999
236,0.9999999999999999
237,0.9796821413158833
238,0.9999999999999999
239,0.9939303556452994
240,0.9502197300996773
241,0.9103292275423015
242,0.9999999999999999
243,0.957736093632521
244,0.8740259146048781
245,0.9897687811735804
246,0.8522077304962652
247,0.9797072451311563
248,0.9249776981634669
249,0.9508911278969433
250,0.8495060272599275
251,0.9103545294972261
252,0.8893083789059872
253,0.7503183079844762
254,0.6744820678436535
255,0.7792391574067188
256,0.8027774304356075
257,0.783798453173015
258,0.8042168745868871
259,0.7215241013683089
260,0.7592941658570624
261,0.7886999924988085
262,0.7659292421835027
263,0.689045682454643
264,0.6460026955221598
265,0.5775067421350819
266,0.5658540801869385
267,0.6633742357269468
268,0.6707117497320241
269,0.5649984015753706
270,0.5746213347685508
271,0.5969545433896729
272,0.6004000788025361
273,0.6646455813468181
274,0.5925240752337915
275,0.5776527155613671
276,0.4375225484422562
277,0.5535323552882957
278,0.5057542606668706
279,0.4680333637866225
280,0.4276950947126849
281,0.49743523865426986
282,0.509117339803341
283,0.4623261339859537
284,0.4775325645584732
285,0.473154064085905
286,0.4295974582782651
287,0.41006639542039075
288,0.41926827932079536
289,0.3214149104348968
290,0.3366520313997187
291,0.24568027797221617
292,0.24095843954733484
293,0.21027606494357742
294,0.19708359946190215
295,0.23174790355552166
296,0.15211056223513755
297,0.11872817905810523
298,0.14090316035908407
299,0.12780807589133908
300,0.13439796403123344
301,0.09108799196150208
302,0.08858891899239082
303,0.10646122175672332
304,0.07928063230961355
305,0.08016101511930081
306,0.053553245574604405
307,0.07698779149060819
308,0.054496428117437226
309,0.046584834955450044
310,0.04855367996396993
311,0.05003511116209142
312,0.0684203560221625
313,0.05706765938935031
314,0.02995694298345712
315,0.05179948745133835
316,0.05960384348888914
317,0.061121193500926235
318,0.03251746086010285
319,0.06676365284903668
320,0.05123408268509361
321,0.06583917200292938
322,0.040929782780868985
323,0.027890277691793974
324,0.029621729621475405
325,0.0327608210510734
326,0.041801843232562814
327,0.0607581878557375
328,0.05727208907989753
329,0.015457701399593706
330,0.05120000377096714
331,0.04017915785671037
332,0.0471284346279937
333,0.06294414838867907
334,0.07046019924935107
335,0.0523634777932378
336,0.04706848978279674
337,0.04620485500161197
338,0.043180083334417696
339,0.04810811447852848
340,0.04281133295638189
341,0.023169658447091606
342,0.029071208372320995
343,0.032832817186604205
344,0.020556361809487132
345,0.01328190233018707
346,0.0437914690468893
347,0.028701393571750555
348,0.012581759725612415
349,0.0
350,0.034745747995832514
351,0.04450832289323088
352,0.034970967540577165
353,0.03022193190493792
354,0.007563201773885548
355,0.01492506934188434
356,0.020598131755272055
357,0.01924162566698149
358,0.022189297152190483
359,0.04443080381096575
360,0.055316476679401747
361,0.06202014141685271
362,0.07931230244156631
363,0.08210756153488435
364,0.057503505093374
365,0.05509463816642429
